Event_Type,Keys_Migrated,Key_Size,Migration_Time
hint,5,51200,4.786968231201172
hint,5,51200,3.087759017944336
hint,5,51200,3.0355453491210938
hint,5,51200,3.9911270141601562
hint,5,51200,1.966238021850586
hint,5,51200,1.6360282897949219
hint,5,51200,4.973888397216797
hint,5,51200,7.814884185791016
hint,5,51200,6.438493728637695
hint,5,51200,6.801843643188477
hint,5,51200,9.633064270019531
hint,5,51200,10.322809219360352
hint,5,51200,9.988784790039062
hint,5,51200,10.184526443481445
hint,5,51200,10.088920593261719
hint,5,51200,10.059833526611328
hint,5,51200,10.234594345092773
hint,5,51200,9.950399398803711
hint,5,51200,10.075807571411133
hint,5,51200,9.543657302856445
hint,5,51200,11.330604553222656
hint,5,51200,10.642290115356445
hint,5,51200,9.93037223815918
hint,5,51200,10.070323944091797
hint,5,51200,9.949922561645508
hint,5,51200,9.992361068725586
hint,5,51200,10.15019416809082
hint,5,51200,9.917020797729492
hint,5,51200,8.773565292358398
hint,5,51200,9.983062744140625
hint,5,51200,9.536981582641602
hint,5,51200,10.96487045288086
hint,5,51200,9.122848510742188
hint,5,51200,9.84954833984375
hint,5,51200,9.259700775146484
hint,5,51200,9.948492050170898
hint,5,51200,9.786128997802734
hint,5,51200,9.250640869140625
hint,5,51200,10.815620422363281
hint,5,51200,10.334491729736328
hint,5,51200,8.761405944824219
hint,5,51200,11.810541152954102
hint,5,51200,10.128498077392578
hint,5,51200,10.12873649597168
hint,5,51200,9.99593734741211
hint,5,51200,9.875774383544922
hint,5,51200,9.88006591796875
hint,5,51200,10.760784149169922
hint,5,51200,11.990785598754883
hint,5,51200,9.260416030883789
hint,5,51200,8.64410400390625
hint,5,51200,11.83176040649414
hint,5,51200,9.851455688476562
hint,5,51200,9.21320915222168
hint,5,51200,9.168863296508789
hint,5,51200,7.442474365234375
hint,5,51200,8.911371231079102
hint,5,51200,9.833097457885742
hint,5,51200,9.765148162841797
hint,5,51200,8.298397064208984
hint,5,51200,9.01174545288086
hint,5,51200,8.847475051879883
hint,5,51200,10.699033737182617
hint,5,51200,8.779764175415039
hint,5,51200,8.246183395385742
hint,5,51200,9.380817413330078
hint,5,51200,9.939908981323242
hint,5,51200,9.159564971923828
hint,5,51200,10.866165161132812
hint,5,51200,9.109735488891602
hint,5,51200,9.122371673583984
hint,5,51200,9.978771209716797
hint,5,51200,8.270978927612305
hint,5,51200,11.121273040771484
hint,5,51200,8.475303649902344
hint,5,51200,9.92441177368164
hint,5,51200,8.905410766601562
hint,5,51200,9.811162948608398
hint,5,51200,9.058237075805664
hint,5,51200,9.569644927978516
hint,5,51200,10.10751724243164
hint,5,51200,8.06283950805664
hint,5,51200,8.082151412963867
hint,5,51200,7.354497909545898
hint,5,51200,10.62774658203125
hint,5,51200,8.956670761108398
hint,5,51200,7.684946060180664
hint,5,51200,9.018898010253906
hint,5,51200,10.108470916748047
hint,5,51200,9.288787841796875
hint,5,51200,10.122060775756836
hint,5,51200,9.194374084472656
hint,5,51200,9.164571762084961
hint,5,51200,9.27281379699707
hint,5,51200,8.491754531860352
hint,5,51200,11.66987419128418
hint,5,51200,9.196281433105469
hint,5,51200,9.363889694213867
hint,5,51200,9.690046310424805
hint,5,51200,9.029865264892578
hint,5,51200,8.956670761108398
hint,5,51200,9.336471557617188
hint,5,51200,9.126901626586914
hint,5,51200,9.177207946777344
hint,5,51200,9.113550186157227
hint,5,51200,8.193492889404297
hint,5,51200,10.643720626831055
hint,5,51200,8.271217346191406
hint,5,51200,9.81760025024414
hint,5,51200,9.668111801147461
hint,5,51200,9.75179672241211
hint,5,51200,8.980512619018555
hint,5,51200,9.950399398803711
hint,5,51200,8.373260498046875
hint,5,51200,9.020090103149414
hint,5,51200,8.419513702392578
hint,5,51200,8.91566276550293
hint,5,51200,10.011672973632812
hint,5,51200,8.73255729675293
hint,5,51200,8.204221725463867
hint,5,51200,7.3604583740234375
hint,5,51200,7.96055793762207
hint,5,51200,9.062767028808594
hint,5,51200,9.9029541015625
hint,5,51200,9.232759475708008
hint,5,51200,8.956432342529297
hint,5,51200,9.04226303100586
hint,5,51200,9.175777435302734
hint,5,51200,8.175373077392578
hint,5,51200,10.89024543762207
hint,5,51200,9.185552597045898
hint,5,51200,9.285926818847656
hint,5,51200,9.047508239746094
hint,5,51200,10.420560836791992
hint,5,51200,9.37509536743164
hint,5,51200,9.032964706420898
hint,5,51200,9.179353713989258
hint,5,51200,9.09113883972168
hint,5,51200,9.301424026489258
hint,5,51200,12.056350708007812
hint,5,51200,9.220123291015625
hint,5,51200,9.154319763183594
hint,5,51200,9.059906005859375
hint,5,51200,9.066104888916016
hint,5,51200,8.903026580810547
hint,5,51200,10.562658309936523
hint,5,51200,8.365869522094727
hint,5,51200,9.902238845825195
hint,5,51200,9.013175964355469
hint,5,51200,7.99107551574707
hint,5,51200,9.708881378173828
hint,5,51200,9.287834167480469
hint,5,51200,9.980440139770508
hint,5,51200,9.17363166809082
hint,5,51200,8.894205093383789
hint,5,51200,9.85264778137207
hint,5,51200,9.009599685668945
hint,5,51200,10.123252868652344
hint,5,51200,8.218765258789062
hint,5,51200,9.06825065612793
hint,5,51200,8.488893508911133
hint,5,51200,11.753320693969727
hint,5,51200,8.628368377685547
hint,5,51200,8.252859115600586
hint,5,51200,7.972478866577148
hint,5,51200,8.991003036499023
hint,5,51200,9.712696075439453
hint,5,51200,10.750532150268555
hint,5,51200,9.174346923828125
hint,5,51200,9.013891220092773
hint,5,51200,9.047269821166992
hint,5,51200,9.228706359863281
hint,5,51200,11.771678924560547
hint,5,51200,9.901285171508789
hint,5,51200,10.024309158325195
hint,5,51200,8.274316787719727
hint,5,51200,8.840560913085938
hint,5,51200,8.92782211303711
hint,5,51200,7.280111312866211
hint,5,51200,9.22703742980957
hint,5,51200,9.264469146728516
