Event_Type,Keys_Migrated,Key_Size,Migration_Time
hint,5,10240,4.006147384643555
hint,5,10240,2.6335716247558594
hint,5,10240,2.3779869079589844
hint,5,10240,1.8286705017089844
hint,5,10240,1.3086795806884766
hint,5,10240,1.1990070343017578
hint,5,10240,1.2035369873046875
hint,5,10240,1.2173652648925781
hint,5,10240,1.2316703796386719
hint,5,10240,1.2094974517822266
hint,5,10240,1.6818046569824219
hint,5,10240,2.7151107788085938
hint,5,10240,2.941131591796875
hint,5,10240,2.6824474334716797
hint,5,10240,2.5773048400878906
hint,5,10240,5.536079406738281
hint,5,10240,2.4542808532714844
hint,5,10240,2.669811248779297
hint,5,10240,2.9540061950683594
hint,5,10240,2.710580825805664
hint,5,10240,2.646207809448242
hint,5,10240,3.2651424407958984
hint,5,10240,2.6633739471435547
hint,5,10240,2.685070037841797
hint,5,10240,2.7964115142822266
hint,5,10240,2.9697418212890625
hint,5,10240,2.7458667755126953
hint,5,10240,2.694368362426758
hint,5,10240,2.781391143798828
hint,5,10240,2.8018951416015625
hint,5,10240,2.760648727416992
hint,5,10240,2.8536319732666016
hint,5,10240,2.769947052001953
hint,5,10240,2.756357192993164
hint,5,10240,2.682924270629883
hint,5,10240,2.7294158935546875
hint,5,10240,2.7360916137695312
hint,5,10240,4.197120666503906
hint,5,10240,2.7124881744384766
hint,5,10240,2.731800079345703
hint,5,10240,2.6314258575439453
hint,5,10240,2.8243064880371094
hint,5,10240,2.5124549865722656
hint,5,10240,2.7704238891601562
hint,5,10240,2.6092529296875
hint,5,10240,2.527475357055664
hint,5,10240,2.5048255920410156
hint,5,10240,2.580881118774414
hint,5,10240,2.473592758178711
hint,5,10240,2.5501251220703125
hint,5,10240,2.5725364685058594
hint,5,10240,5.193233489990234
hint,5,10240,2.6710033416748047
hint,5,10240,2.974987030029297
hint,5,10240,2.6121139526367188
hint,5,10240,2.8235912322998047
hint,5,10240,2.7306079864501953
hint,5,10240,2.596139907836914
hint,5,10240,2.676725387573242
hint,5,10240,2.576112747192383
hint,5,10240,2.549409866333008
hint,5,10240,2.6078224182128906
hint,5,10240,2.6199817657470703
hint,5,10240,2.540111541748047
hint,5,10240,2.4306774139404297
hint,5,10240,2.5441646575927734
hint,5,10240,2.6178359985351562
hint,5,10240,2.473592758178711
hint,5,10240,2.4945735931396484
hint,5,10240,2.440214157104492
hint,5,10240,2.5098323822021484
hint,5,10240,2.902507781982422
hint,5,10240,2.7196407318115234
hint,5,10240,2.635955810546875
hint,5,10240,4.432201385498047
hint,5,10240,2.7031898498535156
hint,5,10240,3.032684326171875
hint,5,10240,2.9921531677246094
hint,5,10240,2.9077529907226562
hint,5,10240,2.9358863830566406
hint,5,10240,2.811431884765625
hint,5,10240,2.74658203125
hint,5,10240,2.5446414947509766
hint,5,10240,2.6040077209472656
hint,5,10240,2.560853958129883
hint,5,10240,2.4309158325195312
hint,5,10240,2.749204635620117
hint,5,10240,5.016326904296875
hint,5,10240,2.867460250854492
hint,5,10240,3.294706344604492
hint,5,10240,3.2453536987304688
hint,5,10240,3.1239986419677734
hint,5,10240,2.5663375854492188
hint,5,10240,2.460479736328125
hint,5,10240,2.554178237915039
hint,5,10240,2.5527477264404297
hint,5,10240,2.460956573486328
hint,5,10240,2.4771690368652344
hint,5,10240,2.4390220642089844
hint,5,10240,2.455472946166992
hint,5,10240,2.6786327362060547
hint,5,10240,2.393484115600586
hint,5,10240,2.4814605712890625
hint,5,10240,2.7627944946289062
hint,5,10240,4.572153091430664
hint,5,10240,4.365444183349609
hint,5,10240,3.6945343017578125
hint,5,10240,2.2721290588378906
hint,5,10240,3.824949264526367
