Event_Type,Keys_Migrated,Key_Size,Migration_Time
Handover,11,10240,80.22260665893555
Handover,11,10240,81.19654655456543
Handover,11,10240,82.0474624633789
Handover,11,10240,78.01628112792969
Handover,11,10240,76.47895812988281
Handover,11,10240,84.12933349609375
Handover,11,10240,83.06312561035156
Handover,11,10240,88.66405487060547
Handover,11,10240,84.5189094543457
Handover,11,10240,82.66210556030273
Handover,11,10240,75.12807846069336
Handover,11,10240,85.0975513458252
Handover,11,10240,78.0634880065918
Handover,11,10240,83.0698013305664
Handover,11,10240,84.76066589355469
Handover,11,10240,76.98750495910645
Handover,11,10240,80.8265209197998
Handover,11,10240,84.30814743041992
Handover,11,10240,88.96613121032715
Handover,11,10240,83.41479301452637
Handover,11,10240,82.02338218688965
Handover,11,10240,81.47978782653809
Handover,11,10240,82.69858360290527
Handover,11,10240,76.29680633544922
Handover,11,10240,80.3365707397461
Handover,11,10240,80.50394058227539
Handover,11,10240,81.08663558959961
Handover,11,10240,80.0161361694336
Handover,11,10240,91.05277061462402
Handover,11,10240,80.29627799987793
Handover,11,10240,80.37447929382324
Handover,11,10240,84.32793617248535
Handover,11,10240,84.1970443725586
Handover,11,10240,83.2521915435791
Handover,11,10240,85.13689041137695
Handover,11,10240,84.20372009277344
Handover,11,10240,83.25695991516113
Handover,11,10240,84.59734916687012
Handover,11,10240,89.35952186584473
Handover,11,10240,83.03618431091309
Handover,11,10240,82.98206329345703
Handover,11,10240,89.90931510925293
Handover,11,10240,80.1398754119873
Handover,11,10240,84.76638793945312
Handover,11,10240,83.21952819824219
Handover,11,10240,80.6119441986084
Handover,11,10240,77.49104499816895
Handover,11,10240,82.26537704467773
Handover,11,10240,80.99865913391113
Handover,11,10240,82.05151557922363
Handover,11,10240,79.53333854675293
Handover,11,10240,80.84440231323242
Handover,11,10240,79.8180103302002
Handover,11,10240,83.31036567687988
Handover,11,10240,84.25736427307129
Handover,11,10240,83.75215530395508
Handover,11,10240,84.1822624206543
Handover,11,10240,83.00161361694336
Handover,11,10240,81.44927024841309
Handover,11,10240,81.48407936096191
Handover,11,10240,80.1548957824707
Handover,11,10240,84.9459171295166
Handover,11,10240,78.19342613220215
Handover,11,10240,84.46407318115234
Handover,11,10240,83.54330062866211
Handover,11,10240,81.32767677307129
Handover,11,10240,82.11565017700195
Handover,11,10240,80.74164390563965
Handover,11,10240,86.84897422790527
Handover,11,10240,80.98316192626953
Handover,11,10240,85.5567455291748
Handover,11,10240,85.81066131591797
Handover,11,10240,87.80550956726074
Handover,11,10240,80.80649375915527
Handover,11,10240,84.50174331665039
Handover,11,10240,82.59868621826172
Handover,11,10240,78.09185981750488
Handover,11,10240,81.24566078186035
Handover,11,10240,82.5188159942627
Handover,11,10240,79.52284812927246
Handover,11,10240,84.08021926879883
Handover,11,10240,83.50181579589844
Handover,11,10240,81.27331733703613
Handover,11,10240,85.05105972290039
Handover,11,10240,81.8026065826416
Handover,11,10240,80.0776481628418
Handover,11,10240,79.09083366394043
Handover,11,10240,81.74753189086914
Handover,11,10240,90.02065658569336
Handover,11,10240,74.56135749816895
Handover,11,10240,82.08966255187988
Handover,11,10240,84.34414863586426
Handover,11,10240,74.82099533081055
Handover,11,10240,85.8922004699707
Handover,11,10240,81.76827430725098
Handover,11,10240,87.15987205505371
Handover,11,10240,83.59766006469727
Handover,11,10240,78.97186279296875
Handover,11,10240,74.88131523132324
Handover,11,10240,82.9019546508789
Handover,11,10240,79.8041820526123
Handover,11,10240,82.12900161743164
Handover,11,10240,87.50057220458984
Handover,11,10240,80.09147644042969
Handover,11,10240,83.59527587890625
Handover,11,10240,85.3879451751709
Handover,11,10240,82.94367790222168
Handover,11,10240,87.54229545593262
