Event_Type,Counter,Response_Time
Normal,1,2.082347869873047
Normal,2,2.118825912475586
Normal,3,2.043008804321289
Normal,4,2.029895782470703
Normal,5,2.2001266479492188
Normal,6,2.0227432250976562
Normal,7,2.0699501037597656
Normal,8,2.0520687103271484
Normal,9,2.0864009857177734
Hint,10,2.0782947540283203
Hint,11,2.000093460083008
Normal,1,2.0914077758789062
Normal,2,2.1169185638427734
Normal,3,2.2096633911132812
Normal,4,2.1216869354248047
Normal,5,2.088785171508789
Normal,6,2.054929733276367
Normal,7,2.098560333251953
Normal,8,2.0294189453125
Normal,9,2.040863037109375
Hint,10,2.043008804321289
Hint,11,1.955270767211914
Normal,1,2.197265625
Normal,2,2.1932125091552734
Normal,3,2.260923385620117
Normal,4,2.207040786743164
Normal,5,2.313852310180664
Normal,6,2.1772384643554688
Normal,7,2.082347869873047
Normal,8,2.094268798828125
Normal,9,2.1970272064208984
Hint,10,2.056598663330078
Hint,11,2.096414566040039
Normal,1,2.0575523376464844
Normal,2,2.0503997802734375
Normal,3,2.0258426666259766
Normal,4,2.0503997802734375
Normal,5,2.104043960571289
Normal,6,2.078533172607422
Normal,7,2.0313262939453125
Normal,8,2.0661354064941406
Normal,9,2.032756805419922
Hint,10,2.026081085205078
Hint,11,1.9037723541259766
Normal,1,2.142190933227539
Normal,2,2.073526382446289
Normal,3,2.0868778228759766
Normal,4,2.1152496337890625
Normal,5,2.0623207092285156
Normal,6,2.0830631256103516
Normal,7,2.0673274993896484
Normal,8,2.153635025024414
Hint,9,2.130746841430664
Hint,10,2.023458480834961
Normal,1,2.135038375854492
Normal,2,2.1958351135253906
Normal,3,2.0761489868164062
Normal,4,2.115964889526367
Normal,5,2.040863037109375
Normal,6,2.034425735473633
Normal,7,2.1572113037109375
Normal,8,2.0444393157958984
Hint,9,2.1445751190185547
Hint,10,2.0751953125
Normal,1,2.06756591796875
Normal,2,2.1424293518066406
Normal,3,2.0525455474853516
Normal,4,2.1181106567382812
Normal,5,2.0542144775390625
Normal,6,2.0864009857177734
Normal,7,2.0351409912109375
Normal,8,2.020597457885742
Hint,9,2.095937728881836
Hint,10,2.0554065704345703
Normal,1,2.0716190338134766
Normal,2,2.1047592163085938
Normal,3,2.1932125091552734
Normal,4,2.1059513092041016
Normal,5,2.1524429321289062
Normal,6,2.087116241455078
Normal,7,2.0465850830078125
Normal,8,2.0978450775146484
Hint,9,2.0503997802734375
Hint,10,1.9919872283935547
Normal,1,2.076387405395508
Normal,2,2.109527587890625
Normal,3,2.2478103637695312
Normal,4,2.3293495178222656
Normal,5,2.1851062774658203
Normal,6,2.172708511352539
Normal,7,2.111673355102539
Normal,8,2.1648406982421875
Hint,9,2.2246837615966797
Hint,10,2.0160675048828125
Normal,1,2.0935535430908203
Normal,2,2.066373825073242
Normal,3,2.0427703857421875
Normal,4,2.054929733276367
Normal,5,2.0308494567871094
Normal,6,2.031087875366211
Normal,7,2.024412155151367
Normal,8,2.102375030517578
Hint,9,2.0384788513183594
