Event_Type,Keys_Migrated,Key_Size,Migration_Time
Hint,1,10240,5.288600921630859
Hint,1,10240,4.140377044677734
Hint,1,10240,4.3849945068359375
Hint,1,10240,3.859996795654297
Hint,1,10240,3.190755844116211
Hint,1,10240,2.9833316802978516
Hint,1,10240,3.9815902709960938
Hint,1,10240,3.3109188079833984
Hint,1,10240,67.49963760375977
Hint,1,10240,2.847433090209961
Hint,1,10240,3.1423568725585938
Hint,1,10240,4.270792007446289
Hint,1,10240,4.292964935302734
Handover,0,10240,0.014543533325195312
Hint,1,10240,5.827188491821289
Hint,1,10240,4.514932632446289
Hint,1,10240,4.3926239013671875
Hint,1,10240,3.7660598754882812
Hint,1,10240,3.6802291870117188
Hint,1,10240,3.4897327423095703
Hint,1,10240,3.8743019104003906
Hint,1,10240,3.7910938262939453
Hint,1,10240,68.21703910827637
Hint,1,10240,2.954244613647461
Hint,1,10240,2.9020309448242188
Hint,1,10240,5.278825759887695
Hint,1,10240,4.433631896972656
Hint,1,10240,5.217790603637695
Handover,0,10240,0.0152587890625
Hint,1,10240,5.842924118041992
Hint,1,10240,4.262447357177734
Hint,1,10240,4.352569580078125
Hint,1,10240,3.2014846801757812
Hint,1,10240,3.230571746826172
Hint,1,10240,3.442049026489258
Hint,1,10240,3.7946701049804688
Hint,1,10240,3.764629364013672
Hint,1,10240,69.59033012390137
Hint,1,10240,4.104852676391602
Hint,1,10240,3.2186508178710938
Hint,1,10240,4.314661026000977
Hint,1,10240,3.797769546508789
Hint,1,10240,3.5409927368164062
Handover,0,10240,0.014066696166992188
Hint,1,10240,6.231784820556641
Hint,1,10240,4.303932189941406
Hint,1,10240,4.283428192138672
Hint,1,10240,3.4897327423095703
Hint,1,10240,3.5877227783203125
Hint,1,10240,3.686666488647461
Hint,1,10240,3.793954849243164
Hint,1,10240,3.6351680755615234
Hint,1,10240,70.53518295288086
Hint,1,10240,2.721071243286133
Hint,1,10240,3.606081008911133
Hint,1,10240,3.5920143127441406
Hint,1,10240,3.771066665649414
Hint,1,10240,3.6551952362060547
Handover,0,10240,0.018358230590820312
Hint,1,10240,5.761623382568359
Hint,1,10240,4.106044769287109
Hint,1,10240,3.2689571380615234
Hint,1,10240,3.4503936767578125
Hint,1,10240,3.3266544342041016
Hint,1,10240,3.399372100830078
Hint,1,10240,3.489971160888672
Hint,1,10240,3.4825801849365234
Hint,1,10240,69.51355934143066
Hint,1,10240,2.8519630432128906
Hint,1,10240,3.155946731567383
Hint,1,10240,4.315376281738281
Hint,1,10240,3.3838748931884766
Handover,0,10240,0.013828277587890625
Hint,1,10240,5.454063415527344
Hint,1,10240,4.200220108032227
Hint,1,10240,3.897428512573242
Hint,1,10240,4.101991653442383
Hint,1,10240,3.309965133666992
Hint,1,10240,3.236532211303711
Hint,1,10240,3.3233165740966797
Hint,1,10240,3.5762786865234375
Hint,1,10240,67.35920906066895
Hint,1,10240,3.638029098510742
Hint,1,10240,3.2033920288085938
Hint,1,10240,4.237174987792969
Hint,1,10240,3.489971160888672
Handover,0,10240,0.01430511474609375
Hint,1,10240,5.700588226318359
Hint,1,10240,4.11677360534668
Hint,1,10240,4.48155403137207
Hint,1,10240,3.5119056701660156
Hint,1,10240,3.5247802734375
Hint,1,10240,3.504514694213867
Hint,1,10240,3.943204879760742
Hint,1,10240,3.7097930908203125
Hint,1,10240,69.41032409667969
Hint,1,10240,3.3631324768066406
Hint,1,10240,3.6411285400390625
Hint,1,10240,4.455327987670898
Handover,0,10240,0.015735626220703125
Hint,1,10240,4.197835922241211
Hint,1,10240,5.412101745605469
Hint,1,10240,4.362583160400391
Hint,1,10240,4.160404205322266
Hint,1,10240,3.225088119506836
Hint,1,10240,3.1585693359375
Hint,1,10240,3.3397674560546875
Hint,1,10240,3.3113956451416016
Hint,1,10240,3.4983158111572266
Hint,1,10240,65.78516960144043
Hint,1,10240,2.6397705078125
Hint,1,10240,3.518342971801758
Hint,1,10240,4.040956497192383
Hint,1,10240,3.0853748321533203
Handover,0,10240,0.015497207641601562
Hint,1,10240,5.824089050292969
Hint,1,10240,4.155397415161133
Hint,1,10240,4.3048858642578125
Hint,1,10240,3.4568309783935547
Hint,1,10240,5.148172378540039
Hint,1,10240,3.4079551696777344
Hint,1,10240,3.7217140197753906
Hint,1,10240,3.691434860229492
Hint,1,10240,68.37892532348633
Hint,1,10240,2.5429725646972656
Hint,1,10240,2.5968551635742188
Hint,1,10240,6.927490234375
Hint,1,10240,4.9800872802734375
Hint,1,10240,4.162073135375977
Handover,0,10240,0.013828277587890625
Hint,1,10240,5.369901657104492
Hint,1,10240,4.298210144042969
Hint,1,10240,4.169702529907227
Hint,1,10240,3.5152435302734375
Hint,1,10240,3.4406185150146484
Hint,1,10240,3.4461021423339844
Hint,1,10240,3.6551952362060547
Hint,1,10240,3.6618709564208984
Hint,1,10240,70.95742225646973
Hint,1,10240,2.6006698608398438
Hint,1,10240,3.2994747161865234
Hint,1,10240,4.449129104614258
Hint,1,10240,3.5774707794189453
Hint,1,10240,3.3905506134033203
Handover,0,10240,0.0152587890625
Hint,1,10240,5.243778228759766
Hint,1,10240,4.258394241333008
Hint,1,10240,4.236459732055664
Hint,1,10240,3.764629364013672
Hint,1,10240,3.8764476776123047
Hint,1,10240,4.973411560058594
Hint,1,10240,3.744840621948242
Hint,1,10240,3.495931625366211
Hint,1,10240,66.77126884460449
Hint,1,10240,3.164529800415039
Hint,1,10240,3.0989646911621094
Hint,1,10240,4.581928253173828
Hint,1,10240,4.564523696899414
Hint,1,10240,4.149675369262695
Handover,0,10240,0.014781951904296875
Hint,1,10240,6.047725677490234
Hint,1,10240,4.440069198608398
Hint,1,10240,4.354238510131836
Hint,1,10240,3.5963058471679688
Hint,1,10240,3.636598587036133
Hint,1,10240,3.5104751586914062
Hint,1,10240,3.734111785888672
Hint,1,10240,3.6773681640625
Hint,1,10240,72.72601127624512
Hint,1,10240,3.3075809478759766
Hint,1,10240,3.1893253326416016
Hint,1,10240,4.256248474121094
Hint,1,10240,4.329681396484375
Handover,0,10240,0.014066696166992188
Hint,1,10240,5.773305892944336
Hint,1,10240,4.353761672973633
Hint,1,10240,4.27556037902832
Hint,1,10240,4.957437515258789
Hint,1,10240,4.260063171386719
Hint,1,10240,3.550291061401367
Hint,1,10240,3.4856796264648438
Hint,1,10240,3.912210464477539
Hint,1,10240,64.04376029968262
Hint,1,10240,3.2465457916259766
Hint,1,10240,3.41033935546875
Handover,0,10240,0.01430511474609375
Hint,1,10240,5.820989608764648
Hint,1,10240,5.33294677734375
Hint,1,10240,4.879236221313477
Hint,1,10240,3.0007362365722656
Hint,1,10240,2.9976367950439453
Hint,1,10240,2.9954910278320312
Hint,1,10240,3.413677215576172
Hint,1,10240,3.4470558166503906
Hint,1,10240,69.1366195678711
Hint,1,10240,2.3832321166992188
Hint,1,10240,2.6433467864990234
Hint,1,10240,5.150794982910156
Hint,1,10240,4.421234130859375
Hint,1,10240,4.288673400878906
Handover,0,10240,0.015020370483398438
Hint,1,10240,5.797147750854492
Hint,1,10240,4.299163818359375
Hint,1,10240,4.168510437011719
Hint,1,10240,4.129171371459961
Hint,1,10240,3.5746097564697266
Hint,1,10240,3.584146499633789
Hint,1,10240,3.6427974700927734
Hint,1,10240,3.664731979370117
Hint,1,10240,66.93315505981445
Hint,1,10240,3.2358169555664062
Hint,1,10240,3.7679672241210938
Hint,1,10240,4.295825958251953
Hint,1,10240,4.226446151733398
Handover,0,10240,0.016689300537109375
Hint,1,10240,5.83958625793457
Hint,1,10240,4.290342330932617
Hint,1,10240,4.436492919921875
Hint,1,10240,3.3495426177978516
Hint,1,10240,3.488779067993164
Hint,1,10240,3.356456756591797
Hint,1,10240,3.8156509399414062
Hint,1,10240,3.695964813232422
Hint,1,10240,69.24033164978027
Hint,1,10240,3.1251907348632812
Hint,1,10240,3.260374069213867
Hint,1,10240,4.647970199584961
Hint,1,10240,5.322694778442383
Hint,1,10240,4.158973693847656
Handover,0,10240,0.015020370483398438
Hint,1,10240,5.074739456176758
Hint,1,10240,3.912210464477539
Hint,1,10240,3.5622119903564453
Hint,1,10240,3.3767223358154297
Hint,1,10240,3.515481948852539
Hint,1,10240,3.7071704864501953
Hint,1,10240,3.7779808044433594
Hint,1,10240,3.3233165740966797
Hint,1,10240,71.38776779174805
Hint,1,10240,3.1769275665283203
Hint,1,10240,3.7186145782470703
Handover,0,10240,0.0152587890625
Hint,1,10240,5.669355392456055
Hint,1,10240,4.175662994384766
Hint,1,10240,4.136085510253906
