Event_Type,Counter,Response_Time
Normal,1,36.82684898376465
Normal,2,37.86063194274902
Normal,3,39.01386260986328
Normal,4,38.558244705200195
Normal,5,37.29510307312012
Normal,6,37.839651107788086
Normal,7,37.92095184326172
Normal,8,39.59083557128906
Normal,9,39.24417495727539
Normal,10,40.819406509399414
Normal,11,40.085554122924805
Normal,12,40.21143913269043
Normal,13,41.790008544921875
Normal,14,39.91818428039551
Normal,15,41.13507270812988
Normal,16,40.515899658203125
Normal,17,40.44342041015625
Normal,18,40.94099998474121
Normal,19,38.44022750854492
Normal,20,39.20292854309082
Normal,21,37.87040710449219
Normal,22,37.659406661987305
Normal,23,37.48679161071777
Normal,24,38.10548782348633
Normal,25,39.618492126464844
Normal,26,37.48726844787598
Normal,27,39.23535346984863
Normal,28,37.99629211425781
Normal,29,37.83273696899414
Normal,30,37.868499755859375
Normal,31,39.58463668823242
Normal,32,38.738250732421875
Normal,33,37.43124008178711
Normal,34,38.8033390045166
Normal,35,40.44055938720703
Normal,36,38.080692291259766
Normal,37,39.43824768066406
Normal,38,37.927865982055664
Normal,39,39.16501998901367
Normal,40,37.63866424560547
Normal,41,39.03555870056152
Normal,42,38.05804252624512
Normal,43,37.90712356567383
Normal,44,39.40272331237793
Normal,45,37.86730766296387
Normal,46,39.07942771911621
Normal,47,37.96672821044922
Normal,48,37.513017654418945
Normal,49,37.74523735046387
Normal,50,37.888288497924805
Normal,51,39.095163345336914
Normal,52,38.926124572753906
Normal,53,39.4902229309082
Normal,54,38.04922103881836
Normal,55,37.57810592651367
Normal,56,37.370920181274414
Normal,57,38.08236122131348
Normal,58,39.89362716674805
Normal,59,37.93740272521973
Normal,60,39.13617134094238
Normal,61,37.648677825927734
Normal,62,37.894248962402344
Normal,63,37.999629974365234
Normal,64,37.44196891784668
Normal,65,39.04604911804199
Normal,66,42.5105094909668
Normal,67,39.79802131652832
Normal,68,38.37156295776367
Normal,69,44.34633255004883
Normal,70,40.84587097167969
Normal,71,37.74094581604004
Normal,72,43.81251335144043
Normal,73,43.152809143066406
Normal,74,39.71552848815918
Normal,75,41.35870933532715
Normal,76,42.027950286865234
Normal,77,41.7025089263916
Normal,78,40.33088684082031
Normal,79,40.068864822387695
Normal,80,41.4280891418457
Normal,81,40.05837440490723
Normal,82,41.834115982055664
Normal,83,39.608001708984375
Normal,84,39.71552848815918
Normal,85,41.30220413208008
Normal,86,39.57986831665039
Normal,87,40.84324836730957
Normal,88,39.60394859313965
Normal,89,41.013240814208984
Normal,90,41.271209716796875
Normal,91,38.13362121582031
Normal,92,39.545536041259766
Normal,93,37.88304328918457
Normal,94,38.05994987487793
Normal,95,40.21191596984863
Normal,96,38.60163688659668
Normal,97,39.52813148498535
Normal,98,37.95933723449707
Normal,99,39.72935676574707
Normal,100,38.04445266723633
Normal,101,38.277387619018555
Normal,102,40.20547866821289
Normal,103,38.799285888671875
Normal,104,41.78953170776367
Normal,105,38.811683654785156
Normal,106,38.92874717712402
Normal,107,40.76528549194336
Normal,108,38.437843322753906
Normal,109,40.14325141906738
Normal,110,38.931846618652344
Normal,111,40.79723358154297
Normal,112,38.724660873413086
Normal,113,37.85538673400879
Normal,114,39.03675079345703
Normal,115,37.59145736694336
Normal,116,41.022300720214844
Normal,117,38.9859676361084
Normal,118,39.04008865356445
Normal,119,40.49515724182129
Normal,120,37.17851638793945
Normal,121,41.353464126586914
Normal,122,37.804365158081055
Normal,123,39.140939712524414
Normal,124,37.63175010681152
Normal,125,38.12742233276367
Normal,126,39.32976722717285
Normal,127,37.95933723449707
Normal,128,39.17741775512695
Normal,129,38.222551345825195
Normal,130,36.57937049865723
Normal,131,37.668704986572266
Normal,132,37.96052932739258
Normal,133,39.10064697265625
Normal,134,36.834716796875
Normal,135,38.8641357421875
Normal,136,37.624359130859375
Normal,137,37.26387023925781
Normal,138,40.80629348754883
Normal,139,42.539119720458984
Normal,140,39.397239685058594
Normal,141,40.76743125915527
Normal,142,40.114641189575195
Normal,143,37.69397735595703
Normal,144,37.78266906738281
Normal,145,39.6730899810791
Normal,146,38.123130798339844
Normal,147,39.4284725189209
Normal,148,38.88821601867676
Normal,149,38.13815116882324
Normal,150,39.02268409729004
Normal,151,38.59281539916992
Normal,152,40.34757614135742
Normal,153,38.74969482421875
Normal,154,41.13292694091797
Normal,155,39.07036781311035
Normal,156,38.797855377197266
Normal,157,40.246009826660156
Normal,158,38.99884223937988
Normal,159,40.5116081237793
Normal,160,39.196014404296875
Normal,161,38.492441177368164
Normal,162,42.04869270324707
Normal,163,38.095712661743164
Normal,164,39.778709411621094
Normal,165,38.08021545410156
Normal,166,39.29400444030762
Normal,167,38.54489326477051
Normal,168,39.859771728515625
Hint,169,56.035757064819336
Hint,170,47.3630428314209
Hint,171,47.17230796813965
Hint,172,45.00865936279297
Hint,173,49.00693893432617
Hint,174,47.12176322937012
Hint,175,51.27310752868652
Hint,176,44.94142532348633
Hint,177,46.173810958862305
Hint,178,47.292470932006836
Hint,179,46.34451866149902
Hint,180,47.24383354187012
Hint,181,46.66256904602051
Hint,182,48.27547073364258
Hint,183,45.594215393066406
Hint,184,45.383453369140625
Hint,185,44.744014739990234
Hint,186,46.90909385681152
Hint,187,46.3104248046875
Hint,188,49.79872703552246
Hint,189,46.620845794677734
Hint,190,44.81649398803711
Hint,191,45.77279090881348
Hint,192,45.613765716552734
